Doug Favell,1968,1979,373,,123,153,69,1096,,,,3.17,18,20771,,,,,,0,8,8,152,0.0,0.0,56.0,56.0
Manny Fernandez,1995,2009,325,31,143,123,35,775,8803,8028,.912,2.50,15,18580,16,.516,7,,,0,6,6,40,0.0,0.0,59.4,59.4
Eric Fichaud,1996,2001,95,,22,47,10,251,2445,2194,.897,3.14,2,4799,,,,,,0,1,1,4,0.0,0.0,12.2,12.2
Brian Finley,2003,2007,4,,0,2,0,13,87,74,.851,4.70,0,166,,,,,,0,0,0,0,0.0,0.0,0.0,0.0
Stephane Fiset,1990,2002,390,,164,153,44,1114,11079,9965,.899,3.07,16,21785,,,,,,0,12,12,38,0.0,0.0,62.2,62.2
Mark Fitzpatrick,1989,2000,329,,113,136,49,953,9202,8249,.896,3.12,8,18329,,,,,,0,12,12,85,0.0,0.0,52.5,52.5
Wade Flaherty,1992,2003,120,,27,56,9,348,3093,2745,.887,3.51,5,5941,,,,,,0,3,3,6,0.0,0.0,13.2,13.2
Marc-Andre Fleury,2004,2015,590,437,321,186,54,1459,16478,15019,.911,2.58,37,33882,238,.545,63,,,0,13,13,48,0.0,0.0,102.1,102.1
Jake Forbes,1920,1933,210,,85,114,11,594,,,,2.76,19,12922,,,,,,0,0,0,2,0.0,0.0,29.2,29.2
Brian Ford,1984,1985,11,,3,7,0,61,362,301,.831,6.31,0,580,,,,,,0,0,0,0,0.0,0.0,0.8,0.8
Anton Forsberg,2015,2015,5,5,0,4,0,20,149,129,.866,4.69,0,256,0,.000,1,,,0,0,0,0,0.0,0.0,0.0,0.0
Brian Foster,2012,2012,1,0,0,0,0,0,1,1,1.000,0.00,0,5,0,,0,,,0,0,0,0,0.0,0.0,0.0,0.0
Norm Foster,1991,1992,13,,7,4,0,34,265,231,.872,3.27,0,623,,,,,,0,0,0,2,0.0,0.0,1.1,1.1
Mike Fountain,1997,2001,11,,2,6,0,28,234,206,.880,3.48,1,483,,,,,,0,0,0,2,0.0,0.0,0.7,0.7
Hec Fowler,1925,1925,7,,1,6,0,42,,,,6.16,0,409,,,,,,0,0,0,0,0.0,0.0,-1.8,-1.8
Emile Francis*,1947,1952,95,,31,52,11,355,,,,3.76,1,5660,,,,,,0,0,0,6,0.0,0.0,8.1,8.1
Jimmy Franks,1938,1944,42,,12,23,7,181,,,,4.31,1,2520,,,,,,0,0,0,0,0.0,0.0,5.2,5.2
Jeff Frazee,2013,2013,1,0,0,0,0,0,3,3,1.000,0.00,0,19,0,,0,,,0,0,0,0,0.0,0.0,0.1,0.1
Ray Frederick,1955,1955,5,,0,4,1,22,,,,4.40,0,300,,,,,,0,0,0,0,0.0,0.0,-0.2,-0.2
Karl Friesen,1987,1987,4,,0,2,1,16,80,64,.800,7.38,0,130,,,,,,0,1,1,0,0.0,0.0,-0.1,-0.1
Bob Froese,1983,1990,242,,128,72,20,694,5738,5103,.889,3.10,13,13451,,,,,,0,10,10,90,0.0,0.0,42.0,42.0
Grant Fuhr*,1982,2000,868,,403,295,114,2756,21873,19403,.887,3.38,25,48945,,,,,,0,46,46,114,0.0,0.0,128.5,128.5
Yutaka Fukufuji,2007,2007,4,,0,3,0,7,43,36,.837,4.37,0,96,,,,,,0,0,0,0,0.0,0.0,-0.1,-0.1
Joaquin Gage,1995,2001,23,,4,12,1,67,515,448,.870,3.74,0,1076,,,,,,0,1,1,4,0.0,0.0,1.4,1.4
Dave Gagnon,1991,1991,2,,0,1,0,6,28,22,.786,10.29,0,35,,,,,,0,0,0,0,0.0,0.0,-0.1,-0.1
Bruce Gamble,1959,1972,327,,110,150,46,988,,,,3.21,22,18442,,,,,,0,1,1,24,0.0,0.0,42.6,42.6
Troy Gamble,1987,1992,72,,22,29,9,229,1837,1608,.875,3.61,1,3804,,,,,,0,1,1,22,0.0,0.0,8.4,8.4
Bert Gardiner,1936,1944,144,,49,68,27,554,,,,3.79,3,8760,,,,,,0,1,1,0,0.0,0.0,19.2,19.2
Charlie Gardiner*,1928,1934,316,,112,152,52,664,,,,2.02,42,19687,,,,,,0,0,0,2,0.0,0.0,55.8,55.8
George Gardner,1966,1972,66,,16,30,6,207,,,,3.75,0,3313,,,,,,0,0,0,0,0.0,0.0,5.0,5.0
Tyrone Garner,1999,1999,3,,0,2,0,12,74,62,.838,5.18,0,139,,,,,,0,0,0,0,0.0,0.0,-0.1,-0.1
Michael Garnett,2006,2006,24,,10,7,4,73,634,561,.885,3.45,2,1271,,,,,,0,2,2,0,0.0,0.0,2.7,2.7
Mathieu Garon,2001,2013,341,176,144,131,31,865,8938,8073,.903,2.83,20,18342,85,.483,38,,,0,7,7,28,0.0,0.0,49.0,49.0
John Garrett,1980,1985,207,,68,91,37,837,1001,844,.843,4.27,1,11763,,,,,,0,6,6,41,0.0,0.0,23.4,23.4
Dave Gatherum,1954,1954,3,,2,0,1,3,,,,1.00,1,180,,,,,,0,0,0,0,0.0,0.0,1.0,1.0
Paul Gauthier,1938,1938,1,,0,0,1,2,,,,1.71,0,70,,,,,,0,0,0,0,0.0,0.0,0.3,0.3
Sean Gauthier,1999,1999,1,,0,0,0,0,2,2,1.000,0.00,0,3,,,,,,0,0,0,0,0.0,0.0,0.0,0.0
Jack Gelineau,1949,1954,143,,46,64,33,447,,,,3.13,7,8580,,,,,,0,0,0,4,0.0,0.0,17.5,17.5
Martin Gerber,2003,2011,229,84,113,78,21,566,6349,5783,.911,2.63,10,12920,43,.512,16,,,0,7,7,30,0.0,0.0,41.7,41.7
Ed Giacomin*,1966,1978,609,,289,209,96,1672,,,,2.82,54,35633,,,,,,0,9,9,66,0.0,0.0,110.9,110.9
John Gibson,2014,2015,25,22,16,7,0,59,739,680,.920,2.42,2,1462,15,.682,4,,,0,0,0,0,0.0,0.0,5.0,5.0
Jean-Sebastien Giguere,1997,2014,597,222,262,216,75,1423,16325,14902,.913,2.53,38,33717,120,.541,34,,,0,7,7,98,0.0,0.0,107.6,107.6
Gilles Gilbert,1970,1983,416,,192,143,60,1290,,,,3.27,18,23677,,,,,,0,9,9,110,0.0,0.0,69.8,69.8
Andre Gill,1968,1968,5,,3,2,0,13,,,,2.89,1,270,,,,,,0,0,0,0,0.0,0.0,0.7,0.7
Paul Goodman,1940,1941,52,,23,20,9,117,,,,2.17,6,3240,,,,,,0,0,0,0,0.0,0.0,10.6,10.6
Scott Gordon,1990,1991,23,,2,16,0,101,593,492,.830,5.60,0,1082,,,,,,0,0,0,0,0.0,0.0,0.6,0.6
Mario Gosselin,1984,1994,241,,91,107,14,801,6228,5427,.871,3.74,6,12857,,,,,,0,9,9,42,0.0,0.0,29.7,29.7
David Goverde,1992,1994,5,,1,4,0,29,151,122,.808,6.26,0,278,,,,,,0,1,1,0,0.0,0.0,-0.2,-0.2
John Grahame,2000,2008,224,12,97,86,18,574,5612,5038,.898,2.79,12,12363,3,.250,4,,,0,9,9,51,0.0,0.0,29.2,29.2
Ron Grahame,1978,1981,114,,50,43,15,409,,,,3.79,5,6472,,,,,,0,3,3,10,0.0,0.0,14.6,14.6
Benny Grant,1929,1944,52,,17,27,4,188,,,,3.72,4,3036,,,,,,0,0,0,0,0.0,0.0,5.1,5.1
Doug Grant,1974,1980,77,,27,34,8,280,,,,4.00,2,4199,,,,,,0,0,0,2,0.0,0.0,6.9,6.9
Gilles Gratton,1976,1977,47,,13,18,9,154,,,,4.02,0,2299,,,,,,0,0,0,15,0.0,0.0,3.9,3.9
Gerry Gray,1971,1973,8,,1,5,1,35,,,,4.77,0,440,,,,,,0,0,0,0,0.0,0.0,0.1,0.1
Harrison Gray,1964,1964,1,,0,1,0,5,,,,7.50,0,40,,,,,,0,0,0,0,0.0,0.0,-0.2,-0.2
Mike Greenlay,1990,1990,2,,0,0,0,4,17,13,.765,12.00,0,20,,,,,,0,0,0,0,0.0,0.0,-0.1,-0.1
Thomas Greiss,2008,2015,88,67,36,29,11,191,2226,2035,.914,2.45,3,4674,38,.567,6,,,0,0,0,4,0.0,0.0,13.7,13.7
Troy Grosenick,2015,2015,2,2,1,1,0,3,58,55,.948,1.53,1,118,1,.500,1,,,0,0,0,0,0.0,0.0,0.6,0.6
Philipp Grubauer,2013,2015,20,16,7,6,5,42,553,511,.924,2.44,0,1032,10,.625,2,,,0,0,0,0,0.0,0.0,4.0,4.0
Kristers Gudlevskis,2014,2014,1,1,1,0,0,2,38,36,.947,2.00,0,60,1,1.000,0,,,0,0,0,0,0.0,0.0,0.4,0.4
Steve Guenette,1987,1991,35,,19,16,0,122,1024,902,.881,3.74,1,1958,,,,,,0,1,1,4,0.0,0.0,5.6,5.6
Derek Gustafson,2001,2002,5,,1,3,0,10,104,94,.904,2.26,0,265,,,,,,0,0,0,0,0.0,0.0,0.6,0.6
Jonas Gustavsson,2010,2015,148,132,60,55,21,392,3956,3564,.901,2.89,6,8134,52,.394,20,,,0,4,4,10,0.0,0.0,18.3,18.3
Jeff Hackett,1989,2004,500,,166,244,56,1361,13873,12512,.902,2.90,26,28125,,,,,,0,9,9,62,0.0,0.0,82.6,82.6
Matt Hackett,2012,2015,26,18,4,17,2,67,709,642,.906,3.11,0,1291,7,.389,5,,,0,0,0,0,0.0,0.0,3.6,3.6
George Hainsworth*,1927,1937,465,,246,145,74,937,,,,1.93,94,29087,,,,,,0,0,0,2,0.0,0.0,94.3,94.3
Jaroslav Halak,2007,2015,326,299,180,101,31,747,8994,8247,.917,2.38,35,18793,175,.585,34,,,0,4,4,10,0.0,0.0,59.3,59.3
Glenn Hall*,1953,1971,906,,407,326,163,2222,,,,2.49,84,53484,,,,,,0,9,9,88,0.0,0.0,177.7,177.7
Pierre Hamel,1975,1981,69,,13,41,7,276,,,,4.40,0,3766,,,,,,0,3,3,16,0.0,0.0,6.3,6.3
Andrew Hammond,2014,2015,18,14,14,1,1,31,513,482,.940,1.85,2,1006,13,.929,0,,,0,1,1,0,0.0,0.0,4.6,4.6
Glen Hanlon,1978,1991,477,,167,202,61,1561,8474,7499,.885,3.60,13,26037,,,,,,0,11,11,237,0.0,0.0,76.5,76.5
Josh Harding,2006,2014,151,117,60,59,11,327,3984,3657,.918,2.45,10,7995,66,.564,17,,,0,2,2,6,0.0,0.0,27.3,27.3
Paul Harrison,1976,1982,109,,28,59,9,408,,,,4.22,2,5806,,,,,,0,1,1,28,0.0,0.0,10.0,10.0
Dominik Hasek*,1991,2008,735,40,389,223,95,1572,20220,18648,.922,2.20,81,42837,19,.475,6,,,0,19,19,170,0.0,0.0,156.8,156.8
Adam Hauser,2006,2006,1,,0,0,0,6,24,18,.750,7.06,0,51,,,,,,0,0,0,0,0.0,0.0,-0.2,-0.2
Brian Hayward,1983,1993,357,,143,156,37,1242,9112,7959,.873,3.72,8,20025,,,,,,0,13,13,95,0.0,0.0,49.8,49.8
Don Head,1962,1962,38,,9,26,3,158,,,,4.16,2,2280,,,,,,0,0,0,14,0.0,0.0,2.0,2.0
Glenn Healy,1986,2001,437,,166,190,47,1361,12058,10697,.887,3.37,13,24256,,,,,,0,15,15,93,0.0,0.0,62.6,62.6
Guy Hebert,1992,2001,491,,191,222,56,1307,14400,13093,.909,2.81,28,27889,,,,,,0,6,6,22,0.0,0.0,92.3,92.3
Sammy Hebert,1918,1924,4,,2,1,0,19,,,,5.70,0,200,,,,,,0,0,0,0,0.0,0.0,0.0,0.0
Johan Hedberg,2001,2013,373,169,161,143,36,977,9918,8941,.901,2.82,22,20758,82,.485,31,,,0,10,10,96,0.0,0.0,51.6,51.6
Cal Heeter,2014,2014,1,1,0,0,1,5,38,33,.868,4.69,0,64,0,.000,0,,,0,0,0,0,0.0,0.0,0.0,0.0
Rick Heinz,1981,1985,49,,14,19,5,159,565,482,.853,4.05,2,2356,,,,,,0,1,1,6,0.0,0.0,5.3,5.3
Riku Helenius,2009,2009,1,0,0,0,0,0,2,2,1.000,0.00,0,7,0,,0,,,0,0,0,0,0.0,0.0,0.0,0.0
Magnus Hellberg,2014,2014,1,0,,,,1,4,3,.750,5.00,0,12,0,,0,,,0,0,0,0,0.0,0.0,-0.1,-0.1
John Henderson,1955,1956,46,,15,15,15,113,,,,2.52,5,2688,,,,,,0,0,0,0,0.0,0.0,7.5,7.5
Gord Henry,1949,1950,3,,1,2,0,5,,,,1.67,1,180,,,,,,0,0,0,0,0.0,0.0,0.8,0.8
Jim Henry,1942,1955,406,,161,173,70,1166,,,,2.87,28,24355,,,,,,0,0,0,0,0.0,0.0,58.0,58.0
Denis Herron,1973,1986,462,,146,203,76,1579,2654,2332,.879,3.70,10,25608,,,,,,0,9,9,89,0.0,0.0,69.8,69.8
Ron Hextall,1987,1999,608,,296,214,69,1723,16366,14643,.895,2.97,23,34750,,,,,,1,32,33,584,0.0,0.0,95.0,95.0
Hec Highton,1944,1944,24,,10,14,0,108,,,,4.50,0,1440,,,,,,0,0,0,0,0.0,0.0,3.3,3.3
Jonas Hiller,2008,2015,373,346,184,128,36,872,10405,9533,.916,2.50,22,20952,191,.552,49,,,0,8,8,2,0.0,0.0,67.5,67.5
Corey Hirsch,1993,2003,108,,34,45,14,301,2895,2594,.896,3.13,4,5775,,,,,,0,3,3,8,0.0,0.0,14.1,14.1
Milan Hnilicka,2000,2004,121,,29,67,13,359,3598,3239,.900,3.31,5,6509,,,,,,0,2,2,14,0.0,0.0,19.5,19.5
Charlie Hodge,1955,1971,358,,150,125,61,925,,,,2.70,24,20573,,,,,,0,0,0,10,0.0,0.0,62.0,62.0
Kevin Hodson,1996,2003,71,,17,18,10,134,1250,1116,.893,2.76,4,2910,,,,,,0,1,1,6,0.0,0.0,5.5,5.5
Bruce Hoffort,1990,1991,9,,4,0,3,22,179,157,.877,3.59,0,368,,,,,,0,0,0,2,0.0,0.0,0.9,0.9
Paul Hoganson,1971,1971,2,,0,1,0,7,,,,7.37,0,57,,,,,,0,0,0,0,0.0,0.0,-0.2,-0.2
Goran Hogosta,1978,1980,22,,5,12,3,83,,,,4.12,1,1208,,,,,,0,0,0,0,0.0,0.0,2.2,2.2
Mark Holden,1982,1985,8,,2,2,1,25,121,102,.843,4.03,0,372,,,,,,0,1,1,0,0.0,0.0,0.7,0.7
Ken Holland,1981,1984,4,,0,2,1,17,53,43,.811,4.95,0,206,,,,,,0,0,0,0,0.0,0.0,0.0,0.0
Rob Holland,1980,1981,44,,11,22,9,171,,,,4.08,1,2513,,,,,,0,0,0,2,0.0,0.0,5.0,5.0
Hap Holmes*,1918,1928,103,,39,54,10,264,,,,2.43,17,6510,,,,,,0,0,0,0,0.0,0.0,16.3,16.3
Johan Holmqvist,2001,2008,99,47,48,34,9,262,2389,2127,.890,2.99,3,5264,19,.404,17,,,0,4,4,6,0.0,0.0,10.1,10.1
Chris Holt,2006,2009,2,0,0,0,0,0,5,5,1.000,0.00,0,29,0,,0,,,0,0,0,0,0.0,0.0,0.1,0.1
Braden Holtby,2011,2015,172,160,97,50,17,396,4990,4594,.921,2.44,19,9722,95,.594,22,,,0,6,6,9,0.0,0.0,34.5,34.5
Martin Houle,2007,2007,1,,0,0,0,1,3,2,.667,30.00,0,2,,,,,,0,0,0,0,0.0,0.0,-0.1,-0.1
Jimmy Howard,2006,2015,335,321,173,99,47,782,9281,8499,.916,2.42,20,19407,178,.555,43,,,0,6,6,20,0.0,0.0,59.3,59.3
Jim Hrivnak,1990,1994,85,,34,30,3,262,2129,1867,.877,3.73,0,4217,,,,,,0,5,5,2,0.0,0.0,9.5,9.5
Kelly Hrudey,1984,1998,677,,271,265,88,2174,20328,18154,.893,3.43,17,38084,,,,,,0,16,16,173,0.0,0.0,119.2,119.2
Cristobal Huet,2003,2010,272,137,129,90,32,625,7216,6591,.913,2.46,24,15260,80,.584,27,,,0,3,3,10,0.0,0.0,48.2,48.2
Shawn Hunwick,2012,2012,1,0,0,0,0,0,0,0,,0.00,0,3,0,,0,,,0,0,0,0,0.0,0.0,0.0,0.0
Jani Hurme,2000,2003,76,,29,25,11,176,1867,1691,.906,2.61,6,4041,,,,,,0,0,0,19,0.0,0.0,11.2,11.2
Michael Hutchinson,2014,2015,40,38,22,11,5,89,1049,960,.915,2.36,2,2261,21,.553,7,,,0,0,0,0,0.0,0.0,6.4,6.4
Carter Hutton,2013,2015,58,50,26,18,8,135,1460,1325,.908,2.62,2,3095,22,.440,11,,,0,1,1,2,0.0,0.0,7.7,7.7
Peter Ing,1990,1994,74,,20,37,9,266,2177,1911,.878,4.05,1,3941,,,,,,0,3,3,6,0.0,0.0,10.4,10.4
Gary Inness,1974,1981,162,,58,61,27,494,,,,3.40,2,8710,,,,,,0,5,5,12,0.0,0.0,23.5,23.5
Arturs Irbe,1992,2004,568,,218,236,79,1513,15033,13520,.899,2.83,33,32066,,,,,,0,9,9,90,0.0,0.0,83.6,83.6
Randy Ireland,1979,1979,2,,0,0,0,3,,,,6.00,0,30,,,,,,0,0,0,0,0.0,0.0,0.0,0.0
Robbie Irons,1969,1969,1,,0,0,0,0,,,,0.00,0,3,,,,,,0,0,0,0,0.0,0.0,0.0,0.0
Joe Ironstone,1926,1928,2,,0,0,1,3,,,,1.64,1,110,,,,,,0,0,0,0,0.0,0.0,0.4,0.4
Leland Irving,2012,2013,13,12,3,4,4,36,367,331,.902,3.25,0,664,6,.500,3,,,0,1,1,0,0.0,0.0,1.8,1.8
Pat Jablonski,1990,1998,128,,28,62,18,413,3411,2998,.879,3.74,1,6634,,,,,,0,4,4,13,0.0,0.0,14.4,14.4
Doug Jackson,1948,1948,6,,2,3,1,42,,,,7.00,0,360,,,,,,0,0,0,0,0.0,0.0,-1.4,-1.4
Percy Jackson,1932,1936,7,,1,3,1,26,,,,3.98,0,392,,,,,,0,0,0,0,0.0,0.0,-0.2,-0.2
Pauli Jaks,1995,1995,1,,0,0,0,2,25,23,.920,3.00,0,40,,,,,,0,0,0,0,0.0,0.0,0.2,0.2
Steve Janaszak,1980,1982,3,,0,1,1,15,,,,5.63,0,160,,,,,,0,0,0,0,0.0,0.0,0.1,0.1
Bob Janecyk,1984,1989,110,,43,47,13,432,3259,2827,.867,4.15,2,6250,,,,,,0,4,4,44,0.0,0.0,15.6,15.6
Al Jensen,1981,1987,179,,95,53,18,557,2796,2462,.881,3.35,8,9974,,,,,,0,4,4,44,0.0,0.0,27.1,27.1
Darren Jensen,1985,1986,30,,15,10,1,95,786,691,.879,3.81,2,1496,,,,,,0,1,1,2,0.0,0.0,4.4,4.4
Bob Johnson,1973,1975,24,,9,9,1,66,,,,3.74,0,1059,,,,,,0,0,0,23,0.0,0.0,2.3,2.3
Brent Johnson,1999,2012,309,85,140,112,31,744,7717,6973,.904,2.63,14,16978,46,.541,17,,,0,10,10,52,0.0,0.0,43.2,43.2
Chad Johnson,2010,2015,56,48,28,14,7,125,1450,1325,.914,2.41,3,3112,27,.563,8,,,0,1,1,0,0.0,0.0,8.8,8.8
Eddie Johnston,1963,1978,592,,234,257,80,1852,,,,3.25,32,34216,,,,,,0,10,10,26,0.0,0.0,81.3,81.3
Martin Jones,2014,2015,33,28,16,10,2,59,786,727,.925,1.95,7,1812,18,.643,3,,,0,1,1,0,0.0,0.0,5.8,5.8
Curtis Joseph,1990,2009,943,16,454,352,96,2516,26795,24279,.906,2.79,51,54054,5,.313,7,,,0,31,31,126,0.0,0.0,167.2,167.2
Joe Junkin,1969,1969,1,,0,0,0,0,,,,0.00,0,8,,,,,,0,0,0,0,0.0,0.0,0.1,0.1
Jari Kaarela,1981,1981,5,,2,2,0,22,,,,6.00,0,220,,,,,,0,0,0,2,0.0,0.0,0.0,0.0
Hannu Kamppuri,1985,1985,13,,1,10,1,54,351,297,.846,5.02,0,645,,,,,,0,1,1,2,0.0,0.0,1.2,1.2
Mike Karakas,1936,1946,336,,114,169,53,1002,,,,2.92,28,20614,,,,,,0,1,1,9,0.0,0.0,51.0,51.0
Henrik Karlsson,2011,2012,26,18,5,9,8,60,630,570,.905,2.79,0,1292,8,.444,4,,,0,0,0,0,0.0,0.0,3.2,3.2
Doug Keans,1980,1988,210,,96,64,26,666,3902,3423,.877,3.51,4,11388,,,,,,0,6,6,53,0.0,0.0,27.8,27.8
Don Keenan,1959,1959,1,,0,1,0,4,,,,4.00,0,60,,,,,,0,0,0,0,0.0,0.0,0.1,0.1
Matt Keetley,2008,2008,1,0,0,0,0,0,2,2,1.000,0.00,0,9,0,,0,,,0,0,0,0,0.0,0.0,0.0,0.0
Dave Kerr,1931,1941,427,,203,148,75,954,,,,2.15,51,26639,,,,,,0,0,0,0,0.0,0.0,82.4,82.4
Nikolai Khabibulin,1995,2014,799,206,333,334,97,2071,22329,20258,.907,2.72,46,45609,99,.481,34,,,0,18,18,134,0.0,0.0,132.4,132.4
Anton Khudobin,2010,2015,89,81,41,34,8,196,2457,2261,.920,2.35,4,5007,49,.605,13,,,0,0,0,4,0.0,0.0,16.8,16.8
Trevor Kidd,1992,2004,387,,140,162,52,1014,10237,9223,.901,2.84,19,21426,,,,,,0,13,13,36,0.0,0.0,56.2,56.2
Scott King,1991,1992,2,,0,0,0,3,16,13,.813,2.95,0,61,,,,,,0,0,0,0,0.0,0.0,0.0,0.0
Keith Kinkaid,2013,2015,17,11,5,5,3,32,392,360,.918,2.47,0,778,7,.636,0,,,0,0,0,0,0.0,0.0,2.6,2.6
Miikka Kiprusoff,2001,2013,623,386,319,213,71,1500,17114,15614,.912,2.49,44,36169,209,.541,65,,,0,10,10,47,0.0,0.0,109.9,109.9
Terry Kleisinger,1986,1986,4,,0,2,0,14,109,95,.872,4.40,0,191,,,,,,0,0,0,2,0.0,0.0,0.6,0.6
Julian Klymkiw,1959,1959,1,,0,0,0,2,,,,6.32,0,19,,,,,,0,0,0,0,0.0,0.0,-0.1,-0.1
Connor Knapp,2014,2014,2,1,0,0,1,4,32,28,.875,3.12,0,77,0,.000,0,,,0,1,1,0,0.0,0.0,0.0,0.0
Rick Knickle,1993,1994,14,,7,6,0,44,363,319,.879,3.74,0,706,,,,,,0,0,0,2,0.0,0.0,1.7,1.7
Dieter Kochan,2000,2003,21,,1,11,1,56,406,350,.862,3.96,0,849,,,,,,0,0,0,0,0.0,0.0,0.5,0.5
Vitali Kolesnik,2006,2006,8,,3,3,0,20,178,158,.888,3.24,0,370,,,,,,0,1,1,2,0.0,0.0,0.8,0.8
Olaf Kolzig,1990,2009,719,60,303,297,87,1885,20118,18233,.906,2.71,35,41671,26,.433,13,,,0,17,17,107,0.0,0.0,122.2,122.2
Evgeny Konstantinov,2001,2003,2,,0,0,0,1,6,5,.833,2.86,0,21,,,,,,0,0,0,2,0.0,0.0,0.0,0.0
Mikko Koskinen,2011,2011,4,4,2,1,0,15,118,103,.873,4.33,0,208,2,.500,2,,,0,0,0,0,0.0,0.0,0.1,0.1
Brent Krahn,2009,2009,1,0,0,0,0,3,9,6,.667,9.00,0,20,0,,0,,,0,0,0,0,0.0,0.0,-0.2,-0.2
Darcy Kuemper,2013,2015,61,55,26,22,6,135,1496,1361,.910,2.49,5,3258,28,.509,11,,,0,0,0,0,0.0,0.0,8.3,8.3
Les Kuntar,1994,1994,6,,2,2,0,16,130,114,.877,3.18,0,302,,,,,,0,0,0,2,0.0,0.0,0.5,0.5
Gary Kurt,1972,1972,16,,1,7,5,60,,,,4.30,0,838,,,,,,0,0,0,0,0.0,0.0,0.6,0.6
Jason LaBarbera,2001,2015,187,124,62,73,20,457,4933,4476,.907,2.85,6,9615,68,.548,25,,,0,2,2,10,0.0,0.0,28.7,28.7
Jean-Francois Labbe,2000,2003,15,,3,6,0,36,323,287,.889,3.44,0,628,,,,,,0,0,0,2,0.0,0.0,1.2,1.2
Patrick Labrecque,1996,1996,2,,0,1,0,7,47,40,.851,4.29,0,98,,,,,,0,0,0,2,0.0,0.0,0.1,0.1
Blaine Lacher,1995,1996,47,,22,16,4,123,1089,966,.887,2.80,4,2636,,,,,,0,1,1,8,0.0,0.0,4.7,4.7
Eddie Lack,2014,2015,76,64,30,28,9,174,2052,1878,.915,2.44,5,4277,34,.531,10,,,0,0,0,2,0.0,0.0,12.7,12.7
Dan LaCosta,2008,2009,4,2,2,0,0,4,85,81,.953,1.42,1,169,2,1.000,0,,,0,0,0,0,0.0,0.0,0.9,0.9
Frenchy Lacroix,1926,1926,5,,1,4,0,16,,,,3.43,0,280,,,,,,0,0,0,0,0.0,0.0,0.1,0.1
Rick LaFerriere,1982,1982,1,,0,0,0,1,,,,3.00,0,20,,,,,,0,0,0,0,0.0,0.0,0.1,0.1
Mark LaForest,1986,1994,103,,25,54,4,354,2689,2335,.868,4.22,2,5032,,,,,,0,6,6,65,0.0,0.0,12.2,12.2
Simon Lajeunesse,2002,2002,1,,0,0,0,0,9,9,1.000,0.00,0,24,,,,,,0,0,0,0,0.0,0.0,0.2,0.2
Patrick Lalime,1997,2011,444,68,200,174,48,1085,11370,10285,.905,2.58,35,25241,31,.456,15,,,0,6,6,58,0.0,0.0,65.5,65.5
Marc Lamothe,2000,2004,4,,2,1,1,13,108,95,.880,3.24,0,241,,,,,,0,0,0,0,0.0,0.0,0.3,0.3
Scott Langkow,1996,2000,20,,3,12,1,68,474,406,.857,4.33,0,943,,,,,,0,0,0,0,0.0,0.0,0.4,0.4
Michel Larocque,1974,1984,312,,160,89,45,978,164,133,.811,3.33,17,17615,,,,,,0,18,18,18,0.0,0.0,53.6,53.6
Michel Larocque,2001,2001,3,,0,2,0,9,59,50,.847,3.55,0,152,,,,,,0,0,0,0,0.0,0.0,0.0,0.0
Jan Lasak,2002,2003,6,,0,4,0,18,143,125,.874,4.04,0,267,,,,,,0,0,0,2,0.0,0.0,0.3,0.3
Gary Laskoski,1983,1984,59,,19,27,5,228,321,266,.829,4.65,0,2942,,,,,,0,1,1,6,0.0,0.0,4.8,4.8
Nathan Lawson,2011,2014,11,7,1,4,2,28,253,225,.889,4.24,0,396,3,.429,2,,,0,0,0,0,0.0,0.0,0.8,0.8
Gord Laxton,1976,1979,17,,4,9,0,74,,,,5.55,0,800,,,,,,0,0,0,0,0.0,0.0,-0.3,-0.3
Ray LeBlanc,1992,1992,1,,1,0,0,1,22,21,.955,1.00,0,60,,,,,,0,0,0,0,0.0,0.0,0.2,0.2
Pascal Leclaire,2004,2011,173,108,61,76,15,453,4698,4245,.904,2.89,10,9406,55,.509,19,,,0,4,4,8,0.0,0.0,26.4,26.4
Manny Legace,1999,2010,365,117,187,99,41,809,9151,8342,.912,2.41,24,20140,61,.521,24,,,0,9,9,12,0.0,0.0,60.2,60.2
Claude Legris,1981,1982,4,,0,1,1,4,,,,2.64,0,91,,,,,,0,0,0,0,0.0,0.0,0.4,0.4
Hugh Lehman*,1927,1928,48,,20,24,4,136,,,,2.68,6,3047,,,,,,0,0,0,0,0.0,0.0,2.3,2.3
Robin Lehner,2011,2015,86,76,30,36,13,230,2676,2446,.914,2.88,2,4788,45,.592,9,,,0,1,1,6,0.0,0.0,16.3,16.3
Kari Lehtonen,2004,2015,508,386,248,182,55,1313,15269,13956,.914,2.68,32,29349,218,.565,53,,,0,24,24,32,0.0,0.0,98.8,98.8
Michael Leighton,2003,2013,105,50,35,41,14,285,2876,2591,.901,2.97,4,5755,27,.540,8,,,0,3,3,6,0.0,0.0,14.3,14.3
Reggie Lemelin,1979,1993,507,,236,162,63,1613,10238,9051,.884,3.46,12,28006,,,,,,0,16,16,109,0.0,0.0,78.5,78.5
Mike Lenarduzzi,1993,1994,4,,1,1,1,10,99,89,.899,3.17,0,189,,,,,,0,0,0,0,0.0,0.0,0.6,0.6
David LeNeveu,2006,2011,22,0,5,9,2,61,540,479,.887,3.43,0,1067,0,,0,,,0,0,0,0,0.0,0.0,2.4,2.4
Mario Lessard,1979,1984,240,,92,97,39,843,160,134,.838,3.74,9,13529,,,,,,0,6,6,30,0.0,0.0,36.3,36.3
